Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
1674254,"Urmel taucht ins Meer (Urmel, #3)",Max Kruse,"Kruse, Max",,"=""3522169050""","=""9783522169059""",0,3.94,Thienemann,Hardcover,158,1995,1970,,2020/09/21,"child, entertainment","child (#13), entertainment (#42)",read,,,,1,0
1674347,"Urmel zieht zum Pol (Urmel, #5)",Max Kruse,"Kruse, Max",,"=""3522169077""","=""""",0,3.76,Thienemann,Hardcover,158,1995,1972,,2020/09/21,"child, entertainment","child (#15), entertainment (#44)",read,,,,1,0
5136672,Kommissar Kugelblitz. Das Phantom läßt grüßen. Sammelband 1.,Ursel Scheffler,"Scheffler, Ursel",Petra Probst,"=""3505116580""","=""9783505116582""",0,4.10,Egmont Franz Schneider Verlag,Hardcover,351,2001,2001,,2020/09/21,"child, entertainment","child (#10), entertainment (#39)",read,,,,1,0
26033027,Der Fall Shanghai (Kommissar Kugelblitz #28),Ursel Scheffler,"Scheffler, Ursel",Hannes Gerber,"=""3898354970""","=""9783898354974""",0,3.67,Quinto,Kindle Edition,107,2013,2013,,2020/09/21,"child, entertainment","child (#9), entertainment (#38)",read,,,,1,0
5476850,Vermisst am Mississippi (Kommissar Kugelblitz #22),Ursel Scheffler,"Scheffler, Ursel",Hannes Gerber,"=""3505115436""","=""9783505115431""",0,3.33,Egmont Franz Schneider Verlag,Hardcover,127,2001,2001,,2020/09/21,"child, entertainment","child (#7), entertainment (#36)",read,,,,1,0
7392176,"Der Fall Koralle (Kommissar Kugelblitz, #12)",Ursel Scheffler,"Scheffler, Ursel",Petra Probst,"=""3505115223""","=""9783505115226""",0,3.91,Egmont Franz Schneider Verlag,Hardcover,122,2001,2001,,2020/09/21,"child, entertainment","child (#5), entertainment (#34)",read,,,,1,0
13008360,Tote trinken keine Cola (Kommissar Kugelblitz #27),Ursel Scheffler,"Scheffler, Ursel","Hannes Gerber, Johannes Gerber","=""3505121355""","=""9783505121357""",0,2.83,Egmont Franz Schneider,Hardcover,144,2005,2013,,2020/09/21,"child, entertainment","child (#8), entertainment (#37)",read,,,,1,0
19254023,Der Fall Kobra (Kommissar Kugelblitz #14),Ursel Scheffler,"Scheffler, Ursel",Hannes Gerber,"=""3898354830""","=""""",0,3.75,Quinto,Kindle Edition,107,2012,2009,,2020/09/21,"child, entertainment","child (#1), entertainment (#30)",read,,,,1,0
23812069,"Die Akte 2013 (Kommissar Kugelblitz, #20)",Ursel Scheffler,"Scheffler, Ursel",Hannes Gerber,"=""389835489X""","=""9783898354899""",0,4.33,Quinto,Kindle Edition,113,2012,2012,,2020/09/21,"child, entertainment","child (#6), entertainment (#35)",read,,,,1,0
1704634,"Der gelbe Koffer (Kommissar Kugelblitz, #3)",Ursel Scheffler,"Scheffler, Ursel",Petra Probst,"=""3505115134""","=""9783505115134""",0,3.71,F. Schneider,Hardcover,122,2001,1982,,2020/09/21,"child, entertainment","child (#4), entertainment (#33)",read,,,,1,0
2015422,"Die rote Socke (Kommissar Kugelblitz, #1)",Ursel Scheffler,"Scheffler, Ursel",Johannes Gerber,"=""3505115118""","=""9783505115110""",0,3.53,SchneiderBuch,Hardcover,122,2001,2012,,2020/09/21,"child, entertainment","child (#2), entertainment (#31)",read,,,,1,0
2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""""","=""""",0,4.50,Scholastic Inc.,Paperback,912,2004,2003,,2020/09/21,entertainment,entertainment (#75),read,,,,1,0
136251,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",0,4.62,Arthur A. Levine Books,Hardcover,759,2007,2007,,2020/09/21,entertainment,entertainment (#77),read,,,,1,0
10511847,"Die orangefarbene Maske (Kommissar Kugelblitz, #2)",Ursel Scheffler,"Scheffler, Ursel",,"=""3505115126""","=""9783505115127""",0,3.84,Egmont Franz Schneider Verlag,Hardcover,128,2005,1982,,2020/09/21,"child, entertainment","child (#3), entertainment (#32)",read,,,,1,0
1,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",0,4.58,Scholastic Inc,Paperback,652,2006,2005,,2020/09/21,entertainment,entertainment (#76),read,,,,1,0
2120932,"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)",Rick Riordan,"Riordan, Rick",,"=""1423101464""","=""9781423101468""",0,4.42,Hyperion Books for Children,Hardcover,361,2008,2008,,2020/09/21,entertainment,entertainment (#70),read,,,,1,0
5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""043965548X""","=""9780439655484""",0,4.58,Scholastic Inc.,Mass Market Paperback,435,2004,1999,,2020/09/21,entertainment,entertainment (#73),read,,,,1,0
6,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",J.K. Rowling,"Rowling, J.K.","Mary GrandPré, Jim Kay","=""""","=""""",0,4.57,Scholastic,Paperback,734,2002,2000,,2020/09/21,entertainment,entertainment (#74),read,,,,1,0
3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",0,4.47,Scholastic Inc,Hardcover,309,2003,1997,,2020/09/21,entertainment,entertainment (#71),read,,,,1,0
15881,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""""","=""""",0,4.43,Arthur A. Levine Books,Hardcover,352,1999,1998,,2020/09/21,entertainment,entertainment (#72),read,,,,1,0
28186,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",Rick Riordan,"Riordan, Rick",,"=""0786856866""","=""9780786856862""",0,4.24,Hyperion Books,Hardcover,279,2006,2006,,2020/09/21,entertainment,entertainment (#68),read,,,,1,0
28200,"Ghosthunters and the Muddy Monster of Doom! (Ghosthunters, #4)",Cornelia Funke,"Funke, Cornelia",Helena Ragg-Kirkby,"=""0439862698""","=""9780439862691""",0,4.00,Chicken House,Paperback,176,2007,1995,,2020/09/21,"child, entertainment","child (#31), entertainment (#60)",read,,,,1,0
561456,"The Titan’s Curse (Percy Jackson and the Olympians, #3)",Rick Riordan,"Riordan, Rick",,"=""""","=""""",0,4.37,Puffin Books,Paperback,320,2007,2007,,2020/09/21,entertainment,entertainment (#69),read,,,,1,0
28187,"The Lightning Thief (Percy Jackson and the Olympians, #1)",Rick Riordan,"Riordan, Rick",,"=""""","=""""",0,4.31,Disney Hyperion Books,Paperback,377,2006,2005,,2020/09/21,entertainment,entertainment (#67),read,,,,1,0
7823592,"Reckless (Mirrorworld, #1)",Cornelia Funke,"Funke, Cornelia","Oliver Latsch, Yngve Bjørn Berven","=""031605609X""","=""9780316056090""",0,3.75,Little Brown Hachette,Hardcover,394,2010,2010,,2020/09/21,entertainment,entertainment (#66),read,,,,1,0
28197,"Ghosthunters and the Gruesome Invincible Lightning Ghost! (Ghosthunters, #2)",Cornelia Funke,"Funke, Cornelia",,"=""0439833094""","=""9780439833097""",0,3.94,Chicken House/Scholastic Inc.,Paperback,121,2006,1994,,2020/09/21,"child, entertainment","child (#29), entertainment (#58)",read,,,,1,0
28198,"Ghosthunters and the Totally Moldy Baroness! (Ghosthunters, #3)",Cornelia Funke,"Funke, Cornelia",,"=""0439862671""","=""9780439862677""",0,3.90,Chicken House/Scholastic Inc.,Paperback,117,2007,1995,,2020/09/21,"child, entertainment","child (#30), entertainment (#59)",read,,,,1,0
782796,"Neue Punkte für das Sams (Sams, #3)",Paul Maar,"Maar, Paul",,"=""3789142042""","=""9783789142048""",0,4.13,Oetinger,Paperback,158,1992,1992,,2020/09/21,"child, entertainment","child (#23), entertainment (#52)",read,,,,1,0
1632936,"Ein Sams für Martin Taschenbier (Sams, #4)",Paul Maar,"Maar, Paul",,"=""3789142107""","=""9783789142109""",0,4.02,Oetinger,Hardcover,207,1996,1996,,2020/09/21,"child, entertainment","child (#24), entertainment (#53)",read,,,,1,0
1632937,Sams in Gefahr (Sams #5),Paul Maar,"Maar, Paul",,"=""3789142336""","=""9783789142338""",0,4.02,Oetinger,Hardcover,207,2002,2002,,2020/09/21,"child, entertainment","child (#25), entertainment (#54)",read,,,,1,0
28196,"Ghosthunters and the Incredibly Revolting Ghost (Ghosthunters, #1)",Cornelia Funke,"Funke, Cornelia",,"=""0439849586""","=""9780439849586""",0,3.80,Chicken House,Hardcover,144,2006,1993,,2020/09/21,"child, entertainment","child (#28), entertainment (#57)",read,,,,1,0
6927337,Onkel Alwin und das Sams (Sams #6),Paul Maar,"Maar, Paul",,"=""3789142840""","=""9783789142840""",0,3.85,Oetinger Verlag,Hardcover,0,2009,2009,,2020/09/21,"child, entertainment","child (#26), entertainment (#55)",read,,,,1,0
12173857,Sams im Glück,Paul Maar,"Maar, Paul",,"=""3789142905""","=""9783789142901""",0,4.01,Oetinger Friedrich GmbH,Hardcover,208,2011,2011,,2020/09/21,"child, entertainment","child (#27), entertainment (#56)",read,,,,1,0
1527164,Das kleine Gespenst,Otfried Preußler,"Preußler, Otfried",,"=""3522110803""","=""9783522110808""",0,4.22,Thienemann Verlag,Hardcover,135,1966,1966,,2020/09/21,"child, entertainment","child (#20), entertainment (#49)",read,,,,1,0
1598960,"Am Samstag kam das Sams zurück (Sams, #2)",Paul Maar,"Maar, Paul",,"=""3789119547""","=""9783789119545""",0,4.14,Oetinger,Hardcover,160,1980,1980,,2020/09/21,"child, entertainment","child (#22), entertainment (#51)",read,,,,1,0
45978,"Eldest (The Inheritance Cycle, #2)",Christopher Paolini,"Paolini, Christopher",,"=""0375840400""","=""9780375840401""",0,4.04,Knopf Books for Young Readers,Paperback,704,2007,2005,,2020/09/21,entertainment,entertainment (#63),read,,,,1,0
2092839,"Eine Woche voller Samstage (Sams, #1)",Paul Maar,"Maar, Paul",,"=""3789119520""","=""9783789119521""",0,4.11,Oetinger,Hardcover,160,1999,1973,,2020/09/21,"child, entertainment","child (#21), entertainment (#50)",read,,,,1,0
2248573,"Brisingr (The Inheritance Cycle, #3)",Christopher Paolini,"Paolini, Christopher",,"=""0375826726""","=""9780375826726""",0,4.10,Alfred A. Knopf,Hardcover,748,2008,2008,,2020/09/21,entertainment,entertainment (#64),read,,,,1,0
7664041,"Inheritance (The Inheritance Cycle, #4)",Christopher Paolini,"Paolini, Christopher",,"=""0375856110""","=""9780375856112""",0,4.15,Alfred A. Knopf,Hardcover,849,2011,2011,,2020/09/21,entertainment,entertainment (#65),read,,,,1,0
890,Of Mice and Men,John Steinbeck,"Steinbeck, John",,"=""0142000671""","=""9780142000670""",0,3.89,Penguin Books,Paperback,107,2002,1937,,2020/09/21,entertainment,entertainment (#61),read,,,,1,0
113436,"Eragon (The Inheritance Cycle, #1)",Christopher Paolini,"Paolini, Christopher",,"=""0375826696""","=""9780375826696""",0,3.95,Alfred A. Knopf,Paperback,503,2005,2002,,2020/09/21,entertainment,entertainment (#62),read,,,,1,0
6155069,Autogenes Training.,Hannes Lindemann,"Lindemann, Hannes",,"=""3442165954""","=""9783442165957""",0,3.51,Goldmann Wilhelm GmbH,Paperback,0,2004,,,2020/09/16,"paused, personality","paused (#19), personality (#29)",paused,,,,0,0
34393799,Progressive Muskelentspannung: Streßbewältigung und Gesundheitsprävention mit klassischen und neuen Übungen,Adalbert Olschewski,"Olschewski, Adalbert",,"=""3830464894""","=""9783830464891""",0,3.50,Trias,Paperback,0,2011,,,2020/09/16,"paused, personality","paused (#18), personality (#28)",paused,,,,0,0
643436,Opening the Energy Gates of Your Body: Qigong for Lifelong Health,Bruce Frantzis,"Frantzis, Bruce",,"=""1583941460""","=""9781583941461""",0,4.11,Blue Snake Books,Paperback,320,2005,1995,,2020/09/16,paused,paused (#17),paused,,,,0,0
4479851,Körpersprache: Verräterische Gesten und wirkungsvolle Signale (GU Leben & Lernen Spezial),Monika Matschnig,"Matschnig, Monika",,"=""383380789X""","=""9783833807893""",0,3.40,,Paperback,0,,,,2020/09/16,"paused, personality","paused (#16), personality (#26)",paused,,,,0,0
12409250,"Denk Doch, Was Du Willst: Die Freiheit Der Gedanken",Thorsten Havener,"Havener, Thorsten",,"=""3805250215""","=""9783805250214""",0,3.79,Wunderlich Verlag,Hardcover,256,2011,,,2020/09/16,"to-read, personality","to-read (#197), personality (#25)",to-read,,,,0,0
10695145,Der groÃŸe IQ-Trainer. Werden Sie besser als der Durchschnitt,Martin Simon,"Simon, Martin",,"=""3772316042""","=""9783772316043""",0,4.00,Franzis,Paperback,,2007,2007,,2020/09/16,personality,personality (#24),read,,,,1,0
212485,"Der magische Kubus: Ein Erlebnisbuch, das Ihr ganz persönliches Geheimnis offenbart",Annie Gottlieb,"Gottlieb, Annie",Slobodan D. Pesic,"=""3502122865""","=""9783502122869""",0,3.92,FISCHER Scherz,Paperback,191,2002,1995,,2020/09/16,personality,personality (#23),read,,,,1,0
7814965,Intelligenz-Test,Hans Jürgen Eysenck,"Eysenck, Hans Jürgen",Gerd. Stöhr,"=""3499168782""","=""9783499168789""",0,3.50,Rowohlt Tb.,Paperback,160,1974,1962,,2020/09/16,personality,personality (#22),read,,,,1,0
8616041,Denken Sie nicht an einen blauen Elefanten!: Die Macht der Gedanken (Sachbuch),Thorsten Havener,"Havener, Thorsten",Michael Spitzbart,"=""3499626098""","=""9783499626098""",0,3.67,Rowohlt Taschenbuch,Paperback,256,2010,2010,,2020/09/16,,,read,,,,1,0
6374990,"Ich weiss, was du denkst. Das Geheimnis, Gedanken zu lesen",Thorsten Havener,"Havener, Thorsten",,"=""3499625202""","=""9783499625206""",0,3.53,Rowohlt Taschenbuch,Perfect Paperback,192,2009,2009,,2020/09/16,paused,paused (#15),paused,,,,0,0
6287356,Dein Gehirn: Das Fehlende Handbuch,Matthew MacDonald,"MacDonald, Matthew",Lars Schulten,"=""389721878X""","=""9783897218789""",0,3.77,O'Reilly Vlg. GmbH & Co.,Paperback,280,2008,2008,,2020/09/16,paused,paused (#14),paused,,,,0,0
7780177,"Handbuch Autogenes Training: Grundlagen, Technik, Anwendung",Bernt H. Hoffmann,"Hoffmann, Bernt H.",,"=""3423360046""","=""9783423360043""",0,4.20,Dt. Taschenbuch-Verl.,Pocket Book,,1997,1977,,2020/09/16,paused,paused (#13),paused,,,,0,0
35529923,Selbstbewusstsein trainieren für Dummies,Rhena Branch,"Branch, Rhena","Rob Wilson, Hartmut Strahl","=""3527708456""","=""9783527708451""",0,4.03,Wiley-VCH Verlag GmbH & Co. KGaA,Paperback,318,2012,2009,,2020/09/16,"personality, paused","personality (#21), paused (#12)",paused,,,,0,0
8299220,Gefühle Lesen: Wie Sie Emotionen Erkennen Und Richtig Interpretieren,Ekman P.,"P., Ekman",,"=""3827425689""","=""9783827425683""",0,4.03,Spektrum Akademischer Verlag,Paperback,389,2010,2003,,2020/09/16,,,read,,,,1,0
194338,Lean Software Development: An Agile Toolkit,Mary Poppendieck,"Poppendieck, Mary","Tom Poppendieck, Ken Schwaber, Jim Highsmith","=""0321150783""","=""9780321150783""",0,4.17,Addison-Wesley Professional,Paperback,240,2003,2003,,2020/02/03,"extremeagile, paused","extremeagile (#49), paused (#11)",paused,,,,0,0
8609332,"Praktische Einführung In Das T'ai Chi: Prinzipien, Techniken Und Körperübungen",Paul H. Crompton,"Crompton, Paul H.",,"=""3880349088""","=""9783880349087""",0,3.00,Irisiana,Hardcover,64,1996,1996,,2020/09/12,"to-read, health","to-read (#196), health (#1)",to-read,,,,0,0
2169037,"Buddha und die Wissenschaft vom Glück: Ein tibetischer Meister zeigt, wie Meditation den Körper und das Bewusstsein verändert - Vorwort von Daniel Goleman",Rinpoche Yongey Mingyur,"Mingyur, Rinpoche Yongey",,"=""3442217792""","=""9783442217793""",0,4.23,Goldmann Verlag,Paperback,416,2007,,,2020/09/12,"to-read, personality","to-read (#195), personality (#20)",to-read,,,,0,0
52404101,Der Klima-Appell des Dalai Lama an die Welt: Schützt unsere Umwelt (German Edition),Dalai Lama XIV,"XIV, Dalai Lama",Franz Alt,"=""3710951062""","=""9783710951060""",0,3.37,Benevento,Kindle Edition,145,2020,,,2020/09/12,"to-read, personality","to-read (#194), personality (#19)",to-read,,,,0,0
7930947,Rebel Buddha: On the Road to Freedom,Dzogchen Ponlop,"Ponlop, Dzogchen",,"=""1590308743""","=""9781590308745""",0,4.05,Shambhala,Hardcover,224,2010,2010,,2020/09/12,"to-read, personality","to-read (#193), personality (#18)",to-read,,,,0,0
647492,Ordinary Men: Reserve Police Battalion 101 and the Final Solution in Poland,Christopher R. Browning,"Browning, Christopher R.",,"=""0060995068""","=""9780060995065""",0,4.11,Harper Perennial,Paperback,271,1998,1992,2020/09/11,2020/08/30,personality,personality (#7),read,,,,1,0
24113,"Gödel, Escher, Bach: An Eternal Golden Braid",Douglas R. Hofstadter,"Hofstadter, Douglas R.",,"=""0465026567""","=""9780465026562""",0,4.29,Basic Books,Paperback,777,1999,1979,,2020/09/10,"to-read, personality, extremeagile, programming","to-read (#192), personality (#17), extremeagile (#100), programming (#176)",to-read,,,,0,0
6399113,The Passionate Programmer: Creating a Remarkable Career in Software Development (Pragmatic Life),Chad Fowler,"Fowler, Chad",,"=""1934356344""","=""9781934356340""",0,3.94,Pragmatic Bookshelf,Paperback,219,2009,2009,,2020/09/10,"to-read, extremeagile","to-read (#191), extremeagile (#99)",to-read,,,,0,0
4069,Man’s Search for Meaning,Viktor E. Frankl,"Frankl, Viktor E.","Harold S. Kushner, William J. Winslade, Isle Lasch","=""080701429X""","=""9780807014295""",0,4.37,Beacon Press,Paperback,165,2006,1946,,2020/09/10,"to-read, personality","to-read (#190), personality (#16)",to-read,,,,0,0
4865,How to Win Friends & Influence People,Dale Carnegie,"Carnegie, Dale",,"=""""","=""""",0,4.22,Gallery Books,Paperback,288,1998,1936,,2020/09/10,"to-read, personality","to-read (#189), personality (#15)",to-read,,,,0,0
70561,The Gulag Archipelago 1918–1956 (Abridged),Aleksandr Solzhenitsyn,"Solzhenitsyn, Aleksandr",Edward E. Ericson Jr.,"=""0060007761""","=""9780060007768""",0,4.32,HarperCollins,Paperback,512,2002,1973,,2020/09/09,"to-read, personality","to-read (#188), personality (#14)",to-read,,,,0,0
12321,Beyond Good and Evil,Friedrich Nietzsche,"Nietzsche, Friedrich","Michael Tanner, R.J. Hollingdale","=""014044923X""","=""9780140449235""",0,4.02,Penguin Classics,Paperback,240,2003,1886,,2020/09/09,"to-read, personality","to-read (#187), personality (#13)",to-read,,,,0,0
49455,Notes from Underground,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Richard Pevear, Larissa Volokhonsky, Donald Fanger","=""067973452X""","=""9780679734529""",0,4.17,Vintage Classics,Paperback,136,1994,1864,,2020/09/09,"to-read, personality","to-read (#186), personality (#12)",to-read,,,,0,0
7144,Crime and Punishment,Fyodor Dostoevsky,"Dostoevsky, Fyodor","David McDuff, Joseph Frank","=""""","=""""",0,4.27,Penguin,Paperback,671,2002,1866,,2020/09/09,"to-read, personality","to-read (#185), personality (#11)",to-read,,,,0,0
40121378,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,"Clear, James",,"=""""","=""""",0,4.34,Avery,Kindle Edition,319,2018,2018,,2020/09/09,"to-read, personality","to-read (#184), personality (#10)",to-read,,,,0,0
22318578,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,"Kondō, Marie",,"=""1607747308""","=""9781607747307""",0,3.88,Ten Speed Press,Hardcover,213,2014,2010,,2020/09/09,"to-read, personality","to-read (#183), personality (#9)",to-read,,,,0,0
12156350,Gehirnflüsterer,Kevin Dutton,"Dutton, Kevin","Bernd Leineweber, Klaus Binder","=""3423248696""","=""9783423248693""",0,3.67,Dtv,Perfect Paperback,0,2011,2009,,2020/09/08,"personality, paused","personality (#8), paused (#10)",paused,,,,2,0
946145,Structured Design: Fundamentals of a Discipline of Computer Program and Systems Design,Yourdon Press,"Press, Yourdon",,"=""0138544719""","=""9780138544713""",0,3.88,Pearson Technology Group,Paperback,473,2008,1978,,2020/08/31,to-read,to-read (#182),to-read,,,,0,0
89198,"Pragmatic Project Automation: How to Build, Deploy, and Monitor Java Apps",Mike   Clark,"Clark, Mike",,"=""0974514039""","=""9780974514031""",0,3.36,The Pragmatic Programmers,Paperback,176,2004,,,2020/08/31,to-read,to-read (#181),to-read,,,,0,0
603263,Advanced Programming in the UNIX Environment,W. Richard Stevens,"Stevens, W. Richard",,"=""0201563177""","=""9780201563177""",0,4.34,Addison-Wesley,Hardcover,768,1992,1992,,2020/08/31,to-read,to-read (#180),to-read,,,,0,0
4099,The Pragmatic Programmer: From Journeyman to Master,Dave         Thomas,"Thomas, Dave","Andy   Hunt, Ward Cunningham","=""020161622X""","=""9780201616224""",0,4.33,Addison-Wesley Professional,Paperback,321,1999,1999,2020/08/31,2019/11/29,programming,programming (#2),read,,,,1,1
13629,The Mythical Man-Month: Essays on Software Engineering,Frederick P. Brooks Jr.,"Jr., Frederick P. Brooks",,"=""0201835959""","=""9780201835953""",0,4.01,Addison-Wesley Professional,Paperback,322,1995,1975,,2020/08/21,to-read,to-read (#179),to-read,,,,0,0
51803802,Notes On Structured Programming,Edsger W. Dijkstra,"Dijkstra, Edsger W.",,"=""""","=""""",0,3.40,,Unbound,88,1969,,2020/08/18,2019/11/30,programming,programming (#25),read,,,,1,1
34017056,"The History of the Future: Oculus, Facebook, and the Revolution That Swept Virtual Reality",Blake J. Harris,"Harris, Blake J.",,"=""0062455982""","=""9780062455987""",0,4.05,Dey Street Books,Kindle Edition,528,2019,,,2020/08/13,to-read,to-read (#178),to-read,,,,0,0
11269178,Functional Programming in C#: Classic Programming Techniques for Modern Projects,Oliver Sturm,"Sturm, Oliver",,"=""047097110X""","=""9780470971109""",0,3.89,Wiley,Kindle Edition,288,2011,2010,2020/08/13,2019/11/30,programming,programming (#55),read,,,,1,1
25587882,Mastering Emacs,Mickey Petersen,"Petersen, Mickey",,"=""""","=""""",0,4.17,,ebook,314,2022,2015,,2020/08/07,to-read,to-read (#176),to-read,,,,0,0
43713,Structure and Interpretation of Computer Programs,Harold Abelson,"Abelson, Harold","Gerald Jay Sussman, Julie Sussman","=""0262510871""","=""9780262510875""",0,4.47,The MIT Press,Paperback,657,1996,1984,,2019/12/02,"programming, paused","programming (#76), paused (#9)",paused,,,,0,1
10796780,Continuous Integration in .NET,Marcin Kawalerowicz,"Kawalerowicz, Marcin",Craig Berntson,"=""1935182552""","=""9781935182559""",0,3.67,Manning,Paperback,375,2011,2011,,2020/03/06,"extremeagile, paused","extremeagile (#1), paused (#8)",paused,,,,0,0
112245,Literate Programming (Lecture Notes) (Volume 27),Donald Ervin Knuth,"Knuth, Donald Ervin",,"=""0937073806""","=""9780937073803""",0,3.91,Center for the Study of Language and Inf,Paperback,383,1992,1992,2020/07/30,2019/11/30,programming,programming (#24),read,,,,1,1
13607232,Practical Vim: Edit Text at the Speed of Thought,Drew Neil,"Neil, Drew",,"=""1934356980""","=""9781934356982""",0,4.50,The Pragmatic Bookshelf,Paperback,300,2012,2012,2020/07/29,2020/06/16,,,read,,,,1,0
12762002,Vim User Manual,Bram Moolenaar,"Moolenaar, Bram",,"=""""","=""""",0,4.50,,ebook,400,,,2020/07/08,2020/06/20,programming,programming (#175),read,,,,1,0
14773605,"Software Requirements (2nd, 03) by Wiegers, Karl [Paperback (2003)]",Karl Wiegers,"Wiegers, Karl",Microsoft Corporation,"=""0072850590""","=""9780072850598""",0,4.14,Microsoft Press,Paperback,,2003,1999,,2019/11/30,"to-read, extremeagile","to-read (#12), extremeagile (#13)",to-read,,,,0,1
3855,Fit for Developing Software: Framework for Integrated Tests,Rick Mugridge,"Mugridge, Rick","Ward Cunningham, Brian Marick","=""0321269349""","=""9780321269348""",2,3.82,Pearson,Paperback,384,2005,2005,2020/02/27,2019/11/30,programming,programming (#45),read,,,,1,1
30257963,12 Rules for Life: An Antidote to Chaos,Jordan B. Peterson,"Peterson, Jordan B.",,"=""0345816021""","=""9780345816023""",5,3.92,Random House Canada,Hardcover,409,2018,2018,2019/12/24,2019/11/30,personality,personality (#6),read,,,,1,1
21795152,Design Patterns Explained Simply,Alexander Shvets,"Shvets, Alexander",,"=""""","=""""",4,3.88,Sourcemaking.com,ebook,117,,,2020/01/07,2019/11/29,extremeagile,extremeagile (#85),read,,,,1,1
67833,Extreme Programming Explained: Embrace Change (The XP Series),Kent Beck,"Beck, Kent",Cynthia Andres,"=""0321278658""","=""9780321278654""",3,4.12,Addison-Wesley,Paperback,224,2004,1999,2020/02/07,2019/11/29,extremeagile,extremeagile (#88),read,,,,1,1
18043011,Clean Architecture,Robert C. Martin,"Martin, Robert C.",,"=""0134494164""","=""9780134494166""",4,4.23,Prentice Hall,Paperback,432,2017,2017,2020/03/20,2019/11/29,extremeagile,extremeagile (#89),read,,,,1,1
13705173,ATDD by Example: A Practical Guide to Acceptance Test-Driven Development: A Practical Guide to Acceptance TestDriven Development (AddisonWesley Signature Series (Beck)),Markus Gärtner,"Gärtner, Markus",,"=""0321784154""","=""9780321784155""",3,3.48,Addison-Wesley Professional,Paperback,236,2012,2012,2020/03/04,2019/11/29,"extremeagile, test","extremeagile (#84), test (#20)",read,,,,1,1
85041,Refactoring to Patterns,Joshua Kerievsky,"Kerievsky, Joshua","Martin Fowler, Ralph Johnson","=""0321213351""","=""0785342213355""",5,4.06,Addison-Wesley Professional,Hardcover,367,2004,2004,2020/04/09,2019/11/30,extremeagile,extremeagile (#16),read,,,,1,1
1582996,"City of Ashes (The Mortal Instruments, #2)",Cassandra Clare,"Clare, Cassandra",,"=""1416914293""","=""9781416914297""",5,4.11,Margaret K. McElderry Books,Hardcover,453,2008,2008,,2019/11/30,"fantasy, entertainment, romance","fantasy (#2), entertainment (#2), romance (#2)",read,,,,0,1
8755776,"City of Lost Souls (The Mortal Instruments, #5)",Cassandra Clare,"Clare, Cassandra",,"=""1442416866""","=""9781442416864""",3,4.21,Margaret K. McElderry Books,Hardcover,535,2012,2012,,2019/11/30,"entertainment, fantasy, romance","entertainment (#5), fantasy (#5), romance (#5)",read,,,,0,1
8677004,The Art of Readable Code: Simple and Practical Techniques for Writing Better Code,Dustin Boswell,"Boswell, Dustin",Trevor Foucher,"=""0596802293""","=""9780596802295""",3,4.00,O'Reilly Media,Paperback,204,2011,2010,,2019/11/30,extremeagile,extremeagile (#15),read,,,,1,1
179133,Domain-Driven Design: Tackling Complexity in the Heart of Software,Eric Evans,"Evans, Eric",,"=""0321125215""","=""9780321125217""",3,4.15,Addison-Wesley Professional,Hardcover,560,2003,2003,2020/05/09,2019/11/30,extremeagile,extremeagile (#81),read,,,,1,1
337302,xUnit Test Patterns: Refactoring Test Code,Gerard Meszaros,"Meszaros, Gerard",,"=""0131495054""","=""9780131495050""",4,3.94,Addison-Wesley,Hardcover,833,2007,2003,2020/02/04,2019/11/29,"extremeagile, test","extremeagile (#91), test (#23)",read,,,,1,1
7260188,"Mockingjay (The Hunger Games, #3)",Suzanne Collins,"Collins, Suzanne",,"=""0439023513""","=""9780439023511""",3,4.09,Scholastic Press,Hardcover,390,2010,2010,,2019/11/30,"fantasy, entertainment","fantasy (#16), entertainment (#16)",read,,,,0,1
319644,"Gregor and the Marks of Secret (Underland Chronicles, #4)",Suzanne Collins,"Collins, Suzanne",,"=""0439791464""","=""9780439791465""",5,4.25,Scholastic Paperbacks,Paperback,343,2013,2006,,2019/11/30,"fantasy, entertainment","fantasy (#20), entertainment (#20)",read,,,,0,1
